#	Name	Team	G	PA	AB	H	2B	3B	HR	R	RBI	BB	SO	HBP	SB	CS	AVG	OBP	SLG	OPS	wOBA	wRC+	BsR	Fld	Off	Def	WAR	ADP
128	Josh Naylor	SEA	144	623	561	144	29	0	20	72	78	52	99	6	18	4	.257	.324	.417	.741	.322	113	0.3	1.8	9.8	-9.6	2.2	66.6
129	Luis García Jr.	WSN	121	525	486	132	26	2	17	61	65	31	81	2	14	6	.272	.316	.437	.753	.324	108	-0.4	3.2	4.5	-0.5	2.2	235.1
130	Addison Barger	TOR	120	518	466	116	28	1	19	63	71	43	127	4	5	2	.248	.316	.436	.752	.324	109	-0.5	1.6	4.7	-1.1	2.2	206.4
131	Ramón Laureano	SDP	130	560	503	124	24	2	23	69	73	41	146	11	11	4	.247	.315	.436	.751	.324	111	-0.9	2.0	6.7	-4.0	2.2	220.4
132	Isaac Paredes	HOU	110	476	408	100	20	1	15	60	56	55	78	9	1	1	.245	.345	.408	.753	.331	113	-1.3	3.7	6.1	-1.3	2.2	214.0
133	Teoscar Hernández	LAD	138	595	545	141	28	1	29	74	91	40	158	6	8	2	.258	.313	.472	.785	.335	116	-1.1	-2.3	10.0	-8.7	2.2	138.1
134	Luis Arraez	SFG	144	623	577	172	31	3	5	75	57	37	33	5	8	4	.298	.342	.389	.731	.320	107	-0.7	-3.2	4.7	-4.4	2.2	287.1
135	Sean Murphy	ATL	86	348	304	70	14	0	14	42	45	34	91	8	1	0	.231	.321	.418	.738	.322	106	-0.7	5.4	1.7	7.8	2.2	658.0
136	Miguel Vargas	CHW	139	602	526	127	29	1	17	71	69	64	112	6	10	2	.242	.329	.398	.727	.319	104	0.0	-3.9	3.0	-2.7	2.2	319.4
137	Max Muncy	LAD	105	455	384	86	16	1	20	58	60	62	112	6	3	1	.224	.338	.430	.768	.335	116	-1.6	-2.4	6.9	-1.0	2.2	257.0
138	Michael Busch	CHC	138	595	524	130	26	1	26	76	82	59	150	8	3	1	.247	.330	.453	.783	.338	119	-1.8	0.3	11.6	-10.4	2.2	108.5
139	Ernie Clement	TOR	149	644	599	157	32	2	11	70	65	33	70	4	10	5	.261	.302	.376	.678	.296	89	0.0	4.4	-8.3	6.8	2.1	316.2
140	Caleb Durbin	BOS	134	581	516	131	29	0	11	63	59	41	70	17	27	7	.253	.327	.373	.700	.310	94	2.2	0.3	-2.1	2.4	2.1	244.0
141	Jakob Marsee	MIA	134	581	497	111	21	3	13	70	55	69	130	9	42	9	.223	.325	.355	.680	.304	93	4.1	0.5	-1.0	1.9	2.1	150.8
142	Denzel Clarke	ATH	97	420	375	87	19	4	11	55	45	34	132	7	16	3	.232	.305	.392	.697	.305	92	1.5	6.9	-2.7	8.4	2.1	999.0
143	Brandon Marsh	PHI	115	497	440	112	22	3	16	65	57	49	140	3	11	3	.254	.331	.423	.754	.328	108	0.9	1.3	5.8	-2.2	2.1	687.4
144	Konnor Griffin	PIT	109	469	426	109	20	2	13	55	50	27	122	11	27	7	.256	.314	.405	.719	.313	98	1.9	-1.6	0.9	3.4	2.0	999.0
145	Vinnie Pasquantino	KCR	149	644	579	155	33	2	25	81	88	54	89	6	2	0	.267	.333	.459	.792	.341	116	-2.1	-0.5	10.4	-12.7	2.0	80.3
146	Garrett Mitchell	MIL	94	406	358	87	16	3	12	53	44	40	115	4	15	3	.243	.323	.405	.728	.318	104	1.3	2.4	3.3	3.1	2.0	999.0
147	Lars Nootbaar	STL	126	546	475	116	23	2	17	67	61	63	110	4	7	3	.244	.335	.404	.739	.324	110	-0.3	1.0	6.0	-4.3	2.0	685.1
148	Jonathan India	KCR	128	553	478	121	26	1	13	68	60	56	99	13	5	3	.253	.345	.396	.741	.327	107	-0.7	1.2	3.8	-3.0	2.0	640.8
149	Kyle Teel	CHW	115	464	403	97	17	0	12	51	47	52	118	4	6	2	.241	.332	.373	.705	.313	100	-0.6	0.5	-0.8	4.6	2.0	185.0
150	Parker Meadows	DET	122	525	469	110	20	6	14	72	55	47	129	3	15	4	.235	.307	.394	.701	.306	95	1.3	1.5	-1.8	3.4	2.0	999.0
151	Trevor Story	BOS	154	665	607	146	30	1	21	72	79	44	179	7	27	5	.241	.298	.397	.695	.302	89	2.7	-4.3	-6.2	2.8	2.0	105.3
152	Jake Meyers	HOU	113	490	438	109	20	2	11	57	50	40	102	6	14	4	.248	.318	.378	.696	.306	96	0.6	2.6	-1.7	4.3	2.0	999.0
153	Josh Smith	TEX	113	490	426	105	21	1	10	58	49	47	92	11	10	3	.245	.333	.371	.704	.313	101	0.0	1.0	0.8	1.8	2.0	574.2
154	Colt Keith	DET	107	462	415	109	20	3	14	61	55	40	95	2	2	1	.263	.330	.428	.758	.328	110	0.0	3.1	5.6	-2.2	2.0	490.0
155	Jorge Polanco	NYM	126	546	485	119	23	0	21	65	71	53	111	4	7	3	.246	.323	.422	.745	.324	111	-0.9	5.0	6.1	-5.1	2.0	223.0
