#	Name	Team	G	PA	AB	H	2B	3B	HR	R	RBI	BB	SO	HBP	SB	CS	AVG	OBP	SLG	OPS	wOBA	wRC+	BsR	Fld	Off	Def	WAR	ADP
537	Tyler Callihan	CIN	26	78	71	15	3	0	2	8	7	5	22	1	2	1	.218	.279	.347	.626	.275	69	0.1	-0.2	-2.8	0.2	0.0	999.0
538	Kevin Alcántara	CHC	24	71	65	15	3	0	2	8	7	5	20	0	1	0	.234	.288	.358	.646	.283	81	0.0	-0.3	-1.6	-0.8	0.0	999.0
539	César Prieto	STL	15	49	46	11	2	0	1	4	5	2	7	0	0	0	.240	.275	.332	.607	.266	70	-0.1	-0.1	-1.8	0.2	0.0	999.0
540	Marco Luciano	NYY	7	22	20	4	1	0	1	2	2	2	8	0	0	0	.186	.260	.307	.568	.254	60	0.0	0.0	-1.1	0.2	0.0	999.0
541	Chadwick Tromp	ATL	11	35	32	7	1	0	1	3	3	2	9	0	0	0	.201	.250	.297	.547	.243	51	0.0	0.0	-2.1	0.9	0.0	999.0
542	Taylor Trammell	HOU	15	51	45	9	2	0	1	6	5	5	15	0	1	0	.204	.289	.354	.642	.284	81	0.0	0.0	-1.1	-0.7	0.0	999.0
543	Sebastián Rivero	LAA	8	24	22	4	1	0	0	2	2	1	6	0	0	0	.198	.240	.301	.541	.238	47	0.0	0.0	-1.5	0.6	0.0	999.0
544	Nick Morabito	NYM	9	30	28	7	1	0	0	3	2	2	7	0	1	0	.244	.298	.332	.630	.279	80	0.1	0.0	-0.7	-0.4	0.0	999.0
545	Luke Williams	ATL	19	31	28	6	1	0	1	3	3	2	9	0	1	0	.206	.258	.319	.577	.254	59	0.1	0.0	-1.4	0.3	0.0	999.0
546	Vidal Bruján	NYM	12	40	36	8	2	0	0	4	3	3	9	0	1	0	.213	.274	.302	.576	.256	64	0.0	-0.1	-1.7	0.3	0.0	999.0
547	Orlando Arcia	MIN	40	148	136	29	5	0	3	13	15	9	32	1	0	0	.216	.269	.332	.600	.264	66	-0.2	0.0	-6.2	1.0	0.0	999.0
548	Kameron Misner	KCR	17	62	56	11	3	0	1	7	6	6	20	0	2	0	.205	.282	.337	.619	.274	70	0.1	0.2	-2.1	-0.1	0.0	999.0
549	Christian Franklin	WSN	5	21	19	4	1	0	0	2	2	2	5	0	0	0	.225	.304	.327	.631	.283	79	0.0	0.0	-0.5	-0.2	0.0	999.0
550	Spencer Jones	NYY	9	36	33	7	1	0	1	4	4	3	14	0	1	0	.208	.272	.370	.642	.280	78	0.0	0.0	-0.9	-0.4	0.0	999.0
551	Garrett Hampson	CIN	18	54	49	11	2	0	1	6	4	4	15	0	2	0	.217	.281	.313	.594	.265	62	0.1	0.1	-2.4	0.5	0.0	999.0
552	Jason Delay	BOS	5	17	16	3	1	0	0	1	1	1	4	0	0	0	.217	.266	.293	.559	.249	52	0.0	0.0	-1.0	0.3	0.0	999.0
553	Vinny Capra	BOS	5	13	12	3	1	0	0	1	1	1	3	0	0	0	.223	.280	.316	.596	.264	62	0.0	0.0	-0.6	0.0	0.0	999.0
554	Michael Siani	LAD	8	21	19	4	1	0	0	2	1	2	5	0	1	0	.204	.273	.292	.565	.253	59	0.0	0.1	-1.0	0.2	0.0	999.0
555	Patrick Wisdom	SEA	2	9	8	1	0	0	0	1	1	1	3	0	0	0	.180	.259	.380	.639	.278	83	0.0	-0.1	-0.2	-0.2	0.0	999.0
556	Vimael Machín	COL	7	24	22	5	1	0	0	2	2	2	4	0	0	0	.243	.300	.347	.647	.284	66	0.0	0.0	-1.0	0.1	0.0	999.0
557	Joey Wiemer	WSN	35	120	108	22	5	0	3	12	13	9	35	1	2	1	.207	.276	.349	.625	.275	74	0.0	0.2	-3.7	-0.4	0.0	999.0
