i#	Name	Team	GS	G	IP	W	L	QS	SV	HLD	H	ER	HR	SO	BB	WHIP	K/9	BB/9	ERA	FIP	WAR	RA9-WAR	ADP
1013	Adam Ottavino		0	52	47.2	3	3		0	0	40	22	5	50	23	1.32	9.43	4.34	4.15	4.16	0.1	0.0	999.0
1014	Anderson Pilar	ATL	3	38	55.0	3	3		0	0	55	27	7	48	18	1.33	7.85	2.95	4.42	4.35	0.1	0.2	999.0
1015	Nick Sandlin	LAA	1	51	47.0	3	4		0	1	40	23	7	49	21	1.30	9.38	4.02	4.40	4.52	0.1	0.0	999.0
1016	Jackson Baumeister	TBR	19	19	73.0	2	4		0	0	75	43	12	54	31	1.45	6.66	3.82	5.30	5.27	0.1	-0.1	999.0
1017	Chris Devenski	PIT	2	39	44.0	2	2		0	1	45	21	6	36	13	1.32	7.36	2.66	4.30	4.23	0.1	0.2	999.0
1018	Connor Van Scoyoc	WSN	9	31	89.1	5	8		0	0	105	51	12	47	33	1.55	4.74	3.33	5.14	5.14	0.1	0.5	999.0
1019	Dylan Ross	NYM	0	53	54.2	1	1		0	0	47	25	7	58	26	1.33	9.54	4.28	4.11	4.16	0.1	0.1	999.0
1020	Craig Yoho	MIL	0	49	53.1	4	3		0	1	44	24	6	57	24	1.28	9.62	4.05	4.05	4.09	0.1	0.2	999.0
1021	Kyle Backhus	PHI	0	50	50.0	4	5		0	1	46	25	6	51	20	1.32	9.18	3.60	4.50	4.16	0.1	0.0	999.0
1022	Taylor Rogers	MIN	0	52	45.2	3	3		20	5	42	22	6	49	21	1.38	9.65	4.14	4.33	4.34	0.1	0.0	476.4
1023	Yuki Matsui	SDP	0	56	56.1	2	2		0	10	49	26	7	58	27	1.35	9.27	4.32	4.16	4.18	0.1	0.1	999.0
1024	Danny Young	ATL	0	40	37.0	2	2		0	1	31	17	3	41	16	1.27	9.97	3.89	4.14	3.92	0.1	0.2	999.0
1025	Lake Bachar	MIA	1	47	64.0	4	4		0	4	58	30	9	65	27	1.33	9.14	3.80	4.22	4.34	0.1	0.3	999.0
1026	Austin Love	STL	6	34	63.2	4	5		0	0	63	32	8	54	28	1.43	7.63	3.96	4.52	4.58	0.1	0.1	999.0
1027	José Leclerc		0	45	46.2	3	2		0	0	41	22	6	51	24	1.39	9.83	4.63	4.24	4.29	0.1	0.1	999.0
1028	Jonathan Hernández	PHI	1	39	46.0	2	2		0	0	45	24	5	42	23	1.48	8.22	4.50	4.70	4.35	0.1	-0.1	999.0
1029	Paul Sewald	ARI	1	40	36.2	2	2		8	10	33	19	6	36	12	1.23	8.83	2.94	4.66	4.44	0.1	-0.2	999.0
1030	John King	MIA	0	50	53.0	3	2		0	7	59	23	5	32	14	1.38	5.43	2.38	3.91	4.00	0.1	0.2	999.0
1031	Michael Darrell-Hicks	PIT	4	33	58.1	3	4		0	0	60	30	7	46	20	1.37	7.10	3.09	4.63	4.46	0.1	0.2	999.0
1032	Brady Feigl		3	20	36.0	2	4		0	0	38	19	5	34	16	1.50	8.50	4.00	4.75	4.55	0.1	-0.1	999.0
1033	Adam Plutko		15	16	75.2	4	7		0	0	88	45	13	44	23	1.47	5.23	2.73	5.35	5.20	0.1	-0.2	999.0
1034	Marcelo Perez	SEA	18	18	80.1	4	7		0	0	89	45	12	46	23	1.39	5.16	2.58	5.04	4.98	0.1	-0.3	999.0
1035	Colin Selby	BAL	1	37	40.1	2	3		0	4	37	19	5	42	18	1.36	9.38	4.02	4.24	4.15	0.1	0.0	999.0
1036	Matt Manning		12	25	70.2	3	3		0	0	71	41	11	58	35	1.50	7.38	4.46	5.22	5.09	0.1	0.0	999.0
1037	Ryan Thompson	ARI	0	49	45.2	4	2		1	16	44	18	5	37	13	1.25	7.29	2.56	3.54	3.92	0.1	0.5	999.0
1038	Brandon Birdsell	CHC	18	18	83.1	4	6		0	0	84	46	15	62	26	1.32	6.70	2.81	4.97	5.10	0.1	0.2	999.0
1039	Cory Lewis	MIN	13	22	74.2	4	6		0	0	75	42	11	66	44	1.59	7.95	5.30	5.06	5.09	0.1	0.0	999.0
1040	Tim Hill	NYY	0	56	52.1	3	3		0	15	56	25	5	28	14	1.34	4.82	2.41	4.30	4.23	0.1	0.0	999.0
1041	Isaac Coffey	BOS	16	19	74.1	4	5		0	0	73	42	11	61	32	1.41	7.39	3.88	5.09	5.19	0.1	0.2	999.0
1042	Jimmy Endersby		9	17	59.1	3	5		0	0	62	31	9	42	24	1.45	6.37	3.64	4.70	5.01	0.1	0.1	999.0
1043	Ron Marinaccio	SDP	0	47	56.0	3	3		0	1	47	26	7	57	25	1.29	9.16	4.02	4.18	4.39	0.1	0.0	999.0
1044	Evan Fitterer	SDP	15	26	91.2	5	8		0	0	92	50	12	69	44	1.48	6.77	4.32	4.91	5.03	0.1	0.0	999.0
1045	Houston Harding	LAA	7	17	51.2	2	3		0	0	56	29	7	36	25	1.57	6.27	4.35	5.05	5.01	0.1	0.0	999.0
1046	Jacob Webb	CHC	0	52	58.0	4	3		0	11	49	27	8	56	22	1.22	8.69	3.41	4.19	4.29	0.1	0.1	999.0
1047	John Brebbia	COL	2	39	39.2	2	2		0	1	43	22	7	38	15	1.46	8.61	3.40	4.99	4.80	0.1	0.1	999.0
1048	Shane Panzini	KCR	16	22	86.0	4	5		0	0	90	49	13	67	42	1.53	7.01	4.40	5.13	5.15	0.1	0.1	999.0
1049	Seth Martinez	BOS	1	46	49.2	2	3		0	1	48	24	6	42	20	1.37	7.61	3.62	4.35	4.46	0.1	0.1	999.0
1050	Wilkel Hernandez		19	28	96.2	4	5		0	0	105	56	15	64	37	1.47	5.96	3.44	5.21	5.16	0.1	-0.2	999.0
1051	Adrian Sampson		17	18	87.1	4	6		0	0	101	51	13	49	31	1.51	5.05	3.20	5.26	5.22	0.1	0.0	999.0
1052	John Rooney	TBR	3	41	52.0	3	3		0	0	47	26	6	52	25	1.38	9.00	4.33	4.50	4.48	0.1	0.0	999.0
1053	Michel Otañez	TEX	0	42	44.1	3	3		0	1	35	21	5	55	25	1.35	11.17	5.08	4.27	4.15	0.1	-0.1	999.0
1054	Carter Baumler	TEX	1	28	37.0	1	2		0	0	34	19	4	32	18	1.41	7.78	4.38	4.62	4.35	0.1	-0.2	999.0
1055	Matt Bowman	MIN	1	42	50.0	3	3		0	1	51	25	7	41	17	1.36	7.38	3.06	4.50	4.52	0.1	-0.1	999.0
1056	Chase Shugart	PHI	3	42	60.1	4	4		0	1	60	32	9	48	23	1.38	7.16	3.43	4.78	4.78	0.1	-0.1	999.0
1057	Luis Moreno		12	31	85.0	5	7		0	0	88	48	11	64	40	1.51	6.78	4.24	5.08	4.94	0.1	-0.2	999.0
1058	Patrick Copen	LAD	24	24	98.1	4	6		0	0	94	60	14	90	63	1.60	8.24	5.77	5.49	5.38	0.1	-0.3	999.0
1059	Will Schomberg	MIA	15	22	83.0	4	6		0	0	79	46	12	75	41	1.45	8.13	4.45	4.99	5.12	0.1	0.2	999.0
1060	Anthony Maldonado	HOU	0	43	53.2	4	4		0	0	49	25	7	56	23	1.34	9.39	3.85	4.19	4.14	0.1	0.1	999.0
1061	Grant Anderson	MIL	0	56	63.1	3	4		0	10	56	29	9	67	25	1.28	9.53	3.55	4.12	4.24	0.1	0.2	999.0
1062	Seth Halvorsen	COL	0	44	44.0	2	3		3	11	43	22	6	42	20	1.43	8.59	4.09	4.50	4.50	0.1	0.2	735.2
1063	Blas Castaño	SEA	21	26	107.0	5	7		0	1	110	56	14	74	39	1.39	6.22	3.28	4.71	4.88	0.1	0.0	999.0
1064	Kyle Amendt	ARI	0	35	37.1	2	1		0	0	32	16	4	41	21	1.42	9.89	5.07	3.86	4.02	0.1	0.3	999.0
1065	Wilking Rodríguez		0	22	18.1	1	1		0	0	17	9	2	18	9	1.42	8.85	4.43	4.43	4.06	0.1	-0.1	999.0
1066	Anthony Banda	MIN	3	56	56.0	3	2		1	12	54	29	8	53	25	1.41	8.52	4.02	4.66	4.60	0.1	0.0	999.0
1067	Reiver Sanmartin	SFG	2	40	56.2	4	4		0	1	60	26	6	40	17	1.36	6.35	2.70	4.13	4.16	0.1	0.2	999.0
1068	Roel Garcia III	TBR	8	19	58.0	3	4		0	0	63	33	10	40	18	1.40	6.21	2.79	5.12	5.08	0.1	-0.1	999.0
1069	Abdiel Mendoza	SEA	6	29	71.2	4	5		0	0	72	38	10	55	28	1.39	6.90	3.51	4.77	4.79	0.1	0.1	999.0
1070	José Ureña		11	23	70.2	2	4		0	0	78	41	11	48	32	1.56	6.11	4.07	5.22	5.29	0.1	-0.1	999.0
1071	Michael Prosecky	COL	22	22	100.1	5	10		0	0	109	63	17	76	48	1.57	6.82	4.31	5.65	5.53	0.1	0.3	999.0
1072	Anthony Solometo	PIT	22	25	72.1	4	6		0	0	74	39	8	47	36	1.52	5.85	4.48	4.85	5.14	0.1	0.4	999.0
1073	Jesse Chavez		1	31	40.0	2	1		0	0	41	20	6	37	15	1.40	8.33	3.38	4.50	4.44	0.1	0.0	999.0
1074	Estibenzon Jimenez	PHI	16	23	96.1	5	7		0	0	107	60	17	67	32	1.44	6.26	2.99	5.61	5.25	0.1	-0.4	999.0
1075	Josh Staumont	CIN	0	25	23.1	1	1		0	1	22	13	2	22	14	1.55	8.50	5.41	5.02	4.29	0.1	-0.1	999.0
1076	Rico Garcia	BAL	2	45	53.1	2	2		0	10	50	26	8	56	25	1.41	9.46	4.22	4.39	4.45	0.1	0.0	999.0
1077	Wil Crowe		7	17	43.2	3	5		0	0	47	25	6	31	21	1.56	6.38	4.32	5.15	5.01	0.1	0.0	999.0
1078	Lou Trivino	PHI	2	45	43.0	2	3		0	1	44	23	6	39	19	1.47	8.16	3.98	4.81	4.67	0.1	-0.1	999.0
1079	Xzavion Curry		13	26	78.1	4	6		0	0	86	45	13	52	31	1.49	5.98	3.56	5.17	5.23	0.1	0.5	999.0
1080	Brett Kerry	LAA	19	22	108.1	5	8		0	0	118	67	21	75	34	1.40	6.23	2.83	5.57	5.32	0.1	-0.4	999.0
1081	Scott Effross	DET	1	38	41.1	3	3		0	1	44	21	5	27	12	1.36	5.88	2.62	4.58	4.35	0.1	-0.1	999.0
1082	Zach Messinger	NYY	13	28	86.0	4	5		0	0	87	51	14	68	38	1.45	7.12	3.98	5.34	5.17	0.1	-0.4	999.0
1083	Austin Roberts	TEX	1	40	57.1	3	3		0	0	54	30	7	49	24	1.36	7.70	3.77	4.71	4.43	0.1	-0.2	999.0
1084	Bradley Blalock	MIA	23	25	109.2	4	8		0	1	120	64	17	73	45	1.50	5.99	3.69	5.25	5.13	0.1	0.1	999.0
1085	Nick Sinacola	SFG	10	21	70.2	3	5		0	0	77	38	10	47	25	1.44	5.98	3.18	4.84	4.83	0.1	0.1	999.0
1086	Trevor Stephan	CLE	1	40	39.1	3	4		0	1	38	18	5	37	15	1.35	8.47	3.44	4.12	4.28	0.1	0.2	999.0
1087	Hayden Harris	ATL	0	43	47.0	3	3		0	1	41	22	6	52	19	1.28	9.96	3.64	4.21	4.05	0.1	0.1	999.0
1088	Noah Davis	PIT	9	31	73.1	3	4		0	0	74	39	10	65	30	1.42	7.98	3.68	4.79	4.77	0.1	0.2	999.0
1089	Jorge López		0	42	41.2	3	3		0	0	41	21	4	35	15	1.34	7.55	3.24	4.53	4.14	0.1	-0.1	999.0
1090	Bryce Montes de Oca	WSN	1	26	28.0	1	2		0	0	24	14	2	31	19	1.54	9.96	6.11	4.50	4.31	0.1	0.0	999.0
1091	Kervin Castro	NYY	0	35	42.2	3	3		0	1	38	22	5	41	21	1.38	8.64	4.43	4.64	4.35	0.1	-0.2	999.0
1092	Connor Gillispie		13	20	79.0	3	5		0	0	83	48	13	55	33	1.47	6.27	3.76	5.47	5.36	0.1	-0.4	999.0
1093	Ryan Watson	TOR	13	15	75.0	4	6		0	0	85	46	15	43	22	1.41	5.33	2.72	5.33	5.32	0.1	-0.4	999.0
1094	Rich Hill		17	18	80.0	4	8		0	0	84	48	14	66	36	1.50	7.43	4.05	5.40	5.26	0.1	-0.1	999.0
1095	Cory Wall	ATL	5	30	50.2	3	3		0	0	51	26	7	41	18	1.36	7.28	3.20	4.62	4.61	0.1	0.1	999.0
1096	Nate Pearson	HOU	1	46	54.1	2	3		0	10	51	27	8	55	25	1.40	9.12	4.14	4.48	4.57	0.1	-0.1	999.0
1097	Michael Morales	SEA	21	21	103.1	5	6		0	0	110	57	16	65	35	1.40	5.66	3.05	4.97	5.05	0.1	-0.2	999.0
1098	Shinnosuke Ogasawara	WSN	9	27	64.1	2	2		0	1	67	36	10	50	23	1.40	7.00	3.22	5.04	4.86	0.1	0.0	999.0
1099	Hunter Stratton	ATL	0	44	53.0	3	2		0	1	51	25	7	49	19	1.32	8.32	3.23	4.25	4.30	0.1	0.1	999.0
1100	Nate Garkow	TOR	0	34	44.1	2	2		0	0	39	21	6	45	20	1.33	9.14	4.06	4.27	4.35	0.1	0.0	999.0
1101	Seth Johnson	PHI	9	38	69.2	5	6		0	1	71	39	11	63	33	1.49	8.13	4.26	5.04	4.84	0.1	0.0	999.0
1102	Andrew Saalfrank	ARI	0	40	46.0	4	2		0	0	42	19	4	41	24	1.43	8.02	4.70	3.72	4.11	0.1	0.4	717.9
1103	Adbert Alzolay	NYM	1	31	36.0	2	3		0	1	34	17	5	32	11	1.25	8.00	2.75	4.25	4.33	0.1	0.1	999.0
1104	Alimber Santa	HOU	1	42	61.2	2	3		0	0	56	29	7	59	32	1.43	8.61	4.67	4.23	4.40	0.1	0.1	999.0
1105	Drue Hackenberg	ATL	21	21	87.0	4	7		0	0	88	50	11	67	47	1.55	6.93	4.86	5.17	5.14	0.1	0.1	999.0
1106	Avery Short	ARI	19	20	92.1	5	6		0	0	101	49	13	56	34	1.46	5.46	3.32	4.78	5.05	0.1	0.5	999.0
1107	Angel Chivilli	NYY	0	51	66.1	3	4		0	1	68	35	10	61	24	1.39	8.28	3.26	4.75	4.52	0.1	0.2	999.0
1108	Parker Mushinski	COL	0	45	45.2	3	5		0	0	45	24	5	43	24	1.51	8.47	4.73	4.73	4.51	0.1	0.1	999.0
1109	Justin Jarvis	LAD	14	19	76.1	4	6		0	0	82	48	13	56	35	1.53	6.61	4.13	5.66	5.34	0.1	-0.4	999.0
1110	Cole Winn	TEX	6	37	74.2	3	5		6	11	68	40	9	62	39	1.43	7.47	4.70	4.82	4.77	0.1	-0.2	999.0
1111	Ryan Pressly		0	43	41.0	2	3		0	0	40	19	5	34	15	1.34	7.46	3.29	4.17	4.23	0.1	0.0	999.0
1112	Marc Church	TEX	1	26	33.2	2	3		0	1	31	18	4	34	18	1.45	9.08	4.81	4.81	4.35	0.1	-0.1	999.0
1113	Jonatan Bernal	ARI	9	19	65.2	4	4		0	0	75	34	9	36	20	1.45	4.93	2.74	4.66	4.87	0.1	0.3	999.0
1114	Trevor Richards	PHI	2	42	52.2	1	2		0	0	51	29	8	53	23	1.40	9.05	3.93	4.95	4.46	0.1	-0.2	999.0
1115	Andre Granillo	WSN	0	43	57.1	3	4		0	1	53	28	8	56	26	1.38	8.80	4.08	4.40	4.41	0.1	0.0	999.0
1116	Zack Kelly	BOS	2	47	56.1	3	3		0	12	51	28	7	54	28	1.40	8.63	4.48	4.48	4.54	0.1	0.1	999.0
1117	Alex Carrillo	NYM	0	37	43.1	3	4		0	1	39	22	6	45	20	1.36	9.35	4.16	4.57	4.45	0.1	-0.2	999.0
1118	Garrett Davila		6	41	67.0	4	6		0	0	68	36	9	54	28	1.43	7.25	3.76	4.84	4.75	0.1	-0.1	999.0
1119	Peter Van Loon		6	25	54.1	4	5		0	0	55	29	8	46	22	1.42	7.62	3.65	4.81	4.85	0.1	0.0	999.0
1120	Eric Cerantola	KCR	3	34	54.1	2	3		0	0	49	28	7	55	28	1.42	9.12	4.64	4.64	4.61	0.0	0.1	999.0
1121	Max Lazar	PHI	1	45	56.0	3	3		0	1	57	29	8	44	17	1.32	7.07	2.73	4.66	4.39	0.0	0.0	999.0
1122	Michael Petersen	MIA	1	43	47.2	1	1		0	1	47	23	7	45	18	1.36	8.49	3.40	4.34	4.41	0.0	0.1	999.0
1123	Matt Pushard	STL	1	44	54.0	4	4		0	0	52	25	7	47	20	1.33	7.83	3.33	4.17	4.30	0.0	0.2	999.0
1124	Roddery Muñoz	HOU	10	35	85.0	4	6		0	7	77	44	15	89	41	1.39	9.42	4.34	4.66	4.92	0.0	0.1	999.0
1125	Nick Hernandez	ATH	0	47	51.0	4	4		0	0	46	26	7	53	22	1.33	9.35	3.88	4.59	4.31	0.0	-0.1	999.0
1126	Daniel Missaki	TEX	6	25	60.0	2	2		0	0	59	35	9	54	26	1.42	8.10	3.90	5.25	4.94	0.0	-0.4	999.0
1127	Enoli Paredes	BAL	0	43	52.0	2	3		0	0	48	25	6	52	25	1.40	9.00	4.33	4.33	4.31	0.0	-0.1	999.0
1128	Chris Roycroft	STL	0	49	62.1	4	4		0	1	62	31	6	50	29	1.46	7.22	4.19	4.48	4.32	0.0	-0.2	999.0
1129	Jack Leftwich	CLE	5	30	49.1	3	4		0	0	51	25	7	38	20	1.44	6.94	3.65	4.56	4.72	0.0	0.1	999.0
1130	Jose Cabrera	ARI	22	23	112.0	6	7		0	0	119	60	16	76	44	1.46	6.11	3.54	4.82	5.08	0.0	0.6	999.0
1131	Nate Lavender	NYM	0	25	35.0	3	2		0	0	30	17	4	38	18	1.37	9.77	4.63	4.37	4.25	0.0	0.0	999.0
1132	Jordan Geber	NYM	8	20	54.1	3	3		0	0	59	30	8	35	20	1.45	5.80	3.31	4.97	4.98	0.0	0.0	999.0
1133	Brayan Castillo	COL	5	34	54.1	2	3		0	0	56	31	7	46	31	1.60	7.62	5.14	5.14	5.00	0.0	0.1	999.0
1134	Alexis Díaz	TEX	0	49	50.0	3	4		2	11	38	27	5	49	28	1.32	8.82	5.04	4.86	4.58	0.0	-0.4	627.6
1135	Patrick Halligan	BOS	2	35	54.1	3	3		0	0	56	29	7	44	22	1.44	7.29	3.65	4.81	4.57	0.0	-0.1	999.0
1136	Derrick Edington	TBR	0	44	49.2	3	3		0	0	49	25	6	40	19	1.37	7.24	3.44	4.53	4.42	0.0	-0.1	999.0
1137	Morgan McSweeney		9	17	49.1	2	3		0	0	53	27	7	32	22	1.52	5.84	4.02	4.93	5.08	0.0	0.2	999.0
1138	Dylan Cumming	CHW	13	26	76.0	4	7		0	0	83	46	12	55	29	1.47	6.51	3.43	5.45	5.28	0.0	-0.4	999.0
1139	Dillon Tate		0	42	45.0	2	2		0	0	43	22	5	37	19	1.38	7.40	3.80	4.40	4.54	0.0	-0.1	999.0
1140	Trent Thornton	CHC	0	39	45.0	2	2		0	1	42	21	6	37	13	1.22	7.40	2.60	4.20	4.22	0.0	0.0	999.0
1141	Diego Castillo		0	27	27.0	2	2		0	0	27	15	2	23	17	1.63	7.67	5.67	5.00	4.51	0.0	0.0	999.0
1142	Justin Meis	PIT	5	35	65.0	3	5		0	0	67	33	9	52	28	1.46	7.20	3.88	4.57	4.72	0.0	0.2	999.0
1143	Alex Santos II	HOU	9	14	44.0	3	3		0	0	44	24	7	36	22	1.50	7.36	4.50	4.91	5.14	0.0	0.0	999.0
1144	Jackson Kowar	BAL	5	30	51.1	3	3		0	1	50	27	7	48	25	1.46	8.42	4.39	4.74	4.73	0.0	-0.2	999.0
1145	Harry Gustin	SDP	2	28	53.0	3	3		0	0	51	27	7	46	24	1.42	7.81	4.08	4.58	4.53	0.0	-0.1	999.0
1146	Bryce Conley		17	20	91.0	3	7		0	0	100	56	16	64	33	1.46	6.33	3.26	5.54	5.27	0.0	-0.4	999.0
1147	Karl Kauffmann		13	31	95.1	3	7		0	0	112	57	14	56	43	1.63	5.29	4.06	5.38	5.35	0.0	0.3	999.0
1148	Taylor Clarke	ARI	3	45	54.2	2	2		0	10	56	26	8	42	16	1.32	6.91	2.63	4.28	4.49	0.0	0.3	999.0
1149	JJ Goss	ATH	9	27	54.2	3	5		0	0	58	31	8	36	22	1.46	5.92	3.62	5.10	5.09	0.0	-0.1	999.0
1150	Andrew Misiaszek		1	26	35.0	2	1		0	0	33	17	4	32	17	1.43	8.23	4.37	4.37	4.42	0.0	0.0	999.0
1151	Erik Swanson		0	48	44.0	2	3		0	0	43	22	7	40	17	1.36	8.18	3.48	4.50	4.61	0.0	-0.2	999.0
1152	Dominic Perachi	PIT	14	18	70.0	3	4		0	0	76	38	10	47	30	1.51	6.04	3.86	4.89	5.19	0.0	0.3	999.0
1153	Christian Romero	LAD	14	23	89.2	4	5		0	0	96	55	14	57	32	1.43	5.72	3.21	5.52	5.33	0.0	-0.4	999.0
1154	Braydon Tucker	PHI	15	21	84.2	3	6		0	0	97	52	14	50	28	1.48	5.31	2.98	5.53	5.31	0.0	-0.2	999.0
1155	Luke Murphy	LAA	1	37	48.0	2	2		0	0	48	26	6	40	20	1.42	7.50	3.75	4.88	4.53	0.0	-0.2	999.0
1156	Mason Thompson	TEX	1	30	32.0	2	2		0	0	32	17	3	27	16	1.50	7.59	4.50	4.78	4.45	0.0	-0.1	999.0
1157	Garrett Acton	MIA	3	42	51.2	3	3		0	1	52	28	8	48	24	1.47	8.36	4.18	4.87	4.74	0.0	0.2	999.0
1158	Jake Cousins		0	37	37.0	2	2		0	0	30	18	5	43	18	1.30	10.46	4.38	4.38	4.43	0.0	0.0	999.0
1159	Ryan Borucki	CHW	1	42	36.2	2	2		0	1	33	17	4	36	17	1.36	8.83	4.17	4.17	4.31	0.0	0.2	999.0
1160	Will Brian	NYY	1	30	37.2	2	2		0	0	35	19	5	34	18	1.41	8.12	4.30	4.54	4.57	0.0	-0.1	999.0
1161	Brian Moran		2	21	40.0	1	2		0	0	42	20	6	35	12	1.35	7.88	2.70	4.50	4.54	0.0	0.1	999.0
1162	Aaron Brooks		12	19	78.0	4	5		0	0	92	46	13	45	27	1.53	5.19	3.12	5.31	5.30	0.0	-0.1	999.0
1163	Luis F. Castillo		5	15	24.1	1	1		0	0	27	14	3	17	11	1.56	6.30	4.07	5.19	4.82	0.0	-0.1	999.0
1164	Ryan Lambert	NYM	0	47	47.2	1	2		0	0	41	24	6	53	25	1.38	10.00	4.72	4.53	4.31	0.0	-0.2	999.0
1165	Cade Gibson	MIA	6	39	73.2	5	5		0	12	73	36	9	57	29	1.38	6.96	3.54	4.40	4.68	0.0	0.4	999.0
1166	Blake Weiman		0	31	36.0	2	2		0	0	37	18	5	29	11	1.33	7.25	2.75	4.50	4.33	0.0	-0.1	999.0
1167	Grant Kipp	CHC	18	21	85.0	5	6		0	0	83	48	12	70	42	1.47	7.41	4.45	5.08	5.16	0.0	0.0	999.0
1168	Cam Booser	TBR	0	46	43.2	3	4		0	1	42	22	7	46	20	1.42	9.47	4.12	4.53	4.62	0.0	-0.1	999.0
1169	Angel Macuare		5	22	48.0	2	2		0	0	53	27	7	33	17	1.46	6.19	3.19	5.06	4.91	0.0	-0.1	999.0
1170	Sam Benschoter	CIN	10	31	80.1	4	7		0	0	85	50	14	61	31	1.44	6.84	3.47	5.60	5.26	0.0	-0.3	999.0
1171	Trey McLoughlin	HOU	1	27	34.1	2	1		0	0	33	16	5	32	14	1.37	8.40	3.67	4.20	4.48	0.0	0.1	999.0
1172	Wilkin Ramos	SFG	1	44	55.2	4	4		0	0	54	26	5	46	25	1.42	7.43	4.04	4.20	4.27	0.0	0.1	999.0
1173	Spencer Bivens	SFG	1	43	70.2	3	4		1	14	73	34	8	52	23	1.36	6.62	2.93	4.33	4.32	0.0	0.0	999.0
1174	Zach Fruit	BAL	14	16	63.0	2	4		0	0	66	37	9	46	33	1.57	6.57	4.71	5.29	5.25	0.0	-0.2	999.0
1175	Ryan Murphy	STL	12	15	51.1	2	3		0	0	54	29	7	34	22	1.48	5.96	3.86	5.09	5.10	0.0	0.0	999.0
1176	Ryan Jennings	TOR	3	35	53.2	3	4		0	0	50	27	8	54	24	1.38	9.05	4.02	4.53	4.74	0.0	0.0	999.0
1177	Touki Toussaint		6	23	68.1	2	4		0	0	66	39	9	63	38	1.52	8.30	5.01	5.14	4.94	0.0	-0.2	999.0
1178	José Castillo		0	39	41.2	2	3		0	0	39	20	5	43	18	1.37	9.28	3.88	4.32	4.21	0.0	-0.1	999.0
1179	Manuel Urias	HOU	14	22	88.1	4	6		0	0	97	50	15	59	32	1.46	6.01	3.26	5.10	5.20	0.0	-0.1	999.0
1180	Julian Merryweather	MIN	0	39	38.1	1	2		0	0	35	19	5	41	19	1.41	9.63	4.46	4.46	4.26	0.0	-0.1	999.0
1181	Jorge Alcala	TOR	0	50	53.1	1	2		0	1	48	27	9	57	24	1.35	9.62	4.05	4.56	4.65	0.0	-0.2	999.0
1182	Alexander Cornielle	NYY	23	24	109.1	4	8		0	0	111	69	17	78	53	1.50	6.42	4.36	5.68	5.43	0.0	-0.8	999.0
1183	Robinson Ortiz	SEA	1	42	50.2	3	3		0	0	44	25	5	50	27	1.40	8.88	4.79	4.44	4.28	0.0	-0.2	999.0
1184	Dustin Saenz	WSN	12	30	78.0	4	7		0	0	92	45	11	39	25	1.50	4.50	2.88	5.19	5.08	0.0	-0.2	999.0
1185	Tanner Andrews	TOR	0	24	38.0	3	3		0	0	38	19	5	33	16	1.42	7.82	3.79	4.50	4.45	0.0	-0.2	999.0
1186	Collin Snider	CHC	0	48	51.2	2	3		0	1	51	26	7	42	18	1.33	7.31	3.13	4.53	4.49	0.0	-0.1	999.0
1187	Chasen Shreve		2	13	19.0	1	2		0	0	20	10	3	17	7	1.42	8.05	3.32	4.74	4.66	0.0	0.0	999.0
1188	Nick Davila	SEA	5	29	59.1	3	4		0	0	63	31	8	39	19	1.38	5.92	2.88	4.70	4.64	0.0	-0.3	999.0
1189	Joe Barlow		0	42	54.2	3	3		0	0	53	29	8	48	20	1.33	7.90	3.29	4.77	4.43	0.0	-0.3	999.0
1190	Jagger Haynes	SDP	23	24	94.0	3	4		0	0	94	54	14	76	50	1.53	7.28	4.79	5.17	5.24	0.0	-0.1	999.0
1191	Blair Calvo		2	27	33.2	1	1		0	0	33	18	4	29	15	1.42	7.74	4.01	4.81	4.65	0.0	-0.1	999.0
1192	Raymond Burgos		0	27	39.2	2	3		0	0	41	19	4	29	13	1.36	6.57	2.95	4.31	4.19	0.0	-0.1	999.0
1193	Andrew Magno	BAL	1	41	57.2	4	5		0	0	56	29	7	52	27	1.44	8.11	4.21	4.52	4.47	0.0	-0.1	999.0
1194	Eric Pardinho	TOR	1	30	38.1	2	1		0	0	37	19	5	36	20	1.49	8.46	4.70	4.46	4.60	0.0	-0.1	999.0
1195	Stephen Nogosek		4	34	47.1	2	3		0	0	46	25	6	40	23	1.46	7.61	4.38	4.76	4.74	0.0	0.0	999.0
1196	Seth Lonsway	SFG	21	24	102.2	6	7		0	0	111	55	12	70	50	1.57	6.13	4.38	4.82	5.07	0.0	0.4	999.0
1197	Zach Plesac		15	16	75.1	4	6		0	0	85	44	12	46	29	1.51	5.50	3.47	5.26	5.18	0.0	-0.1	999.0
1198	Alex Cook	TBR	2	20	35.1	2	3		0	0	35	18	6	32	14	1.39	8.16	3.57	4.59	4.81	0.0	0.1	999.0
1199	Andrew Bash	MIN	7	33	72.2	3	4		0	0	76	40	9	52	32	1.49	6.44	3.96	4.95	4.92	0.0	-0.1	999.0
1200	Mason Albright	COL	23	24	106.2	4	9		0	0	126	70	20	60	38	1.54	5.06	3.21	5.90	5.60	0.0	0.0	999.0
1201	Tyler Schlaffer	CHC	17	18	78.1	3	5		0	0	79	45	12	60	37	1.48	6.90	4.25	5.17	5.20	0.0	-0.1	999.0
1202	Omar Cruz	SDP	8	30	77.2	4	4		0	0	72	41	10	73	42	1.47	8.46	4.86	4.75	4.82	0.0	0.0	999.0
